purpose,h,arrival,departure
escape,0,0.23410576351752824,0.9985035540591096
escape,1,0.24752976386963316,0.0014964459408903852
escape,2,0.2275258026892014,0.0
escape,3,0.17176118483308025,0.0
escape,4,0.09876543209876543,0.0
escape,5,0.020312052991791552,0.0
