purpose,h,arrival,departure
escape,0,0.18867623240641468,0.99835755183977
escape,1,0.163742956862924,0.0016424481602299427
escape,2,0.14604101558044574,0.0
escape,3,0.10983872071537742,0.0
escape,4,0.10664507151493031,0.0
escape,5,0.08499669229189953,0.0
escape,6,0.05333394164746675,0.0
escape,7,0.05331112986746356,0.0
escape,8,0.05333394164746675,0.0
escape,9,0.040080297465611245,0.0
