dist_group,main_mode,share
0 - 1000,car,0.06508200834911149
1000 - 2000,car,0.18995369208659352
2000 - 5000,car,0.5254237288135594
5000 - 10000,car,0.16013869562241942
10000 - 20000,car,0.05940187512831626
