bin,cumulative_traveltime_dijkstra-fastest-path
1,0.00019805902158843335
2,0.0005061508329482186
3,0.0007042098545366519
4,0.0010783213397592
5,0.0016504918465702
6,0.0021566426795184
7,0.0027948328601923
8,0.0032349640192777
9,0.0039831869897229
10,0.0046213771703967
11,0.0056776919522017
12,0.0066899936180981
13,0.0080764067692172
14,0.0095508461521533
15,0.0113773904623577
16,0.013842124953236
17,0.0164609053497942
18,0.0191457054202152
19,0.0220065579542703
20,0.025395567879228
21,0.0288726040360027
22,0.0324156598666402
23,0.0359367091393235
24,0.0398538764551836
25,0.0441671618142206
26,0.0481943619198521
27,0.0523756079311634
28,0.056732906406109
29,0.0610902048810545
30,0.0654254967980458
31,0.0699808542945797
32,0.0747122642547479
33,0.0793116348671904
34,0.0842631104069012
35,0.0890825465988864
36,0.0942320811601857
37,0.0990295107942166
38,0.1039369732180189
39,0.1089764749895468
40,0.1140159767610747
41,0.1192975506700996
42,0.1244030721154904
43,0.1293545476552012
44,0.1343720428687748
45,0.1392795052925771
46,0.1447151251072819
47,0.149688607204947
48,0.154816135208292
49,0.159613564842323
50,0.1645870469399881
51,0.1692964503422019
52,0.1742479258819128
53,0.1790453555159437
54,0.1837767654761118
55,0.1884861688783257
56,0.1931735657225853
57,0.1979269822407076
58,0.2026363856429215
59,0.2074338152769524
60,0.2121432186791663
61,0.2168086089654716
62,0.2215840320415483
63,0.2262494223278536
64,0.2309808322880217
65,0.2356902356902356
66,0.2402235866288153
67,0.2450650293787548
68,0.2495103540855174
69,0.2543077837195484
70,0.2590171871217622
71,0.2637706036398846
72,0.2684580004841442
73,0.2732334235602209
74,0.2777447679408463
75,0.2823881516691974
76,0.2869215026077771
77,0.2915648863361281
78,0.2960982372747078
79,0.3007636275610131
80,0.3054290178473184
81,0.3100944081336237
82,0.3145837459562949
83,0.3192271296846459
84,0.323870513412997
85,0.3283158381197596
86,0.3330032349640192
87,0.3375805990185074
88,0.342267995862767
89,0.346823353359301
90,0.3511586452762922
91,0.354965779802381
92,0.358706894654607
93,0.36253603573865
94,0.3663211637067845
95,0.370106291674919
96,0.3738914196430535
97,0.3776325344952795
