purpose,bin,arrival,departure,traveltime,time
escape,10,0.009242754340793557,0.028630531898505753,0.11434607513038886,00:10
escape,20,0.036728945225677254,0.15644462049690808,0.06901256574459189,00:20
escape,30,0.050042912788010825,0.3566822913228142,0.05578662441407539,00:30
escape,40,0.050505050505050504,0.3232763363482318,0.05094518166413591,00:40
escape,50,0.04729209304372703,0.11632666534627319,0.04502541757443718,00:50
escape,60,0.04588367333465373,0.017825311942959002,0.03804933870293348,01:00
escape,70,0.045839660218745186,7.922360863537334E-4,0.0488765652164345,01:10
escape,80,0.04559758808124821,2.2006557954270374E-5,0.03333993530071962,01:20
escape,90,0.03857749609383596,0.0,0.03664091899386017,01:30
escape,100,0.03785127968134504,0.0,0.037015030479082764,01:40
escape,110,0.0392156862745098,0.0,0.04192249290288506,01:50
escape,120,0.039985915802909264,0.0,0.039963909244955,02:00
escape,130,0.03956779120177813,0.0,0.03776325344952796,02:10
escape,140,0.03884157478928721,0.0,0.0395897977597324,02:20
escape,150,0.038027332144979206,0.0,0.04102022402675998,02:30
escape,160,0.03725710261657974,0.0,0.03239365330868599,02:40
escape,170,0.036904997689311415,0.0,0.025417574437182282,02:50
escape,180,0.03631082062454612,0.0,0.02882859092009419,03:00
escape,190,0.0346163156620673,0.0,0.031557404106423714,03:10
escape,200,0.03494641403138135,0.0,0.02709007284170683,03:20
escape,210,0.02647388921898726,0.0,0.02255672190312713,03:30
escape,220,0.026253823639444555,0.0,0.022094584186087455,03:40
escape,230,0.025329548205365197,0.0,0.019101692304306684,03:50
escape,240,0.0259237252701305,0.0,0.018617548029312734,04:00
escape,250,0.023811095706520544,0.0,0.016152813538434452,04:10
escape,260,0.020840210382694044,0.0,0.007768314957857442,04:20
escape,270,0.020818203824739773,0.0,0.008824629739662419,04:30
escape,280,0.01716511520433089,0.0,0.010299069122598535,04:40
escape,290,0.00884663629761669,0.0,0.0,04:50
escape,300,0.008516537928302634,0.0,0.0,05:00
escape,310,0.008648577276028257,0.0,0.0,05:10
escape,320,0.00413723289540283,0.0,0.0,05:20
