dist_group,main_mode,share
0 - 1000,car,0.01606798866855524
1000 - 2000,car,0.04958640226628895
2000 - 5000,car,0.2981756373937677
5000 - 10000,car,0.3605212464589235
10000 - 20000,car,0.27560339943342776
20000+,car,4.53257790368272E-5
