purpose,bin,arrival,departure,traveltime,time
escape,10,0.0059603399433427766,0.028759206798866857,0.12281019830028328,00:10
escape,20,0.03936543909348442,0.15587535410764872,0.0728385269121813,00:20
escape,30,0.051512747875354106,0.35417563739376773,0.04464589235127479,00:30
escape,40,0.05144475920679887,0.3243512747875354,0.04847592067988669,00:40
escape,50,0.04890651558073655,0.11786968838526912,0.05470821529745042,00:50
escape,60,0.04702549575070822,0.01794900849858357,0.04815864022662889,01:00
escape,70,0.04691218130311615,0.0010198300283286118,0.046821529745042494,01:10
escape,80,0.0471614730878187,0.0,0.0413371104815864,01:20
escape,90,0.047070821529745045,0.0,0.04376203966005666,01:30
escape,100,0.04228895184135977,0.0,0.04056657223796034,01:40
escape,110,0.04172237960339943,0.0,0.036328611898017,01:50
escape,120,0.039977337110481584,0.0,0.05028895184135977,02:00
escape,130,0.03986402266288952,0.0,0.039796033994334276,02:10
escape,140,0.03988668555240793,0.0,0.02424929178470255,02:20
escape,150,0.04242492917847025,0.0,0.012781869688385268,02:30
escape,160,0.04031728045325779,0.0,0.019376770538243625,02:40
escape,170,0.02853257790368272,0.0,0.027671388101983004,02:50
escape,180,0.021847025495750707,0.0,0.02060056657223796,03:00
escape,190,0.022776203966005666,0.0,0.01196600566572238,03:10
escape,200,0.023410764872521247,0.0,0.01108215297450425,03:20
escape,210,0.024271954674220962,0.0,0.0103342776203966,03:30
escape,220,0.01620396600566572,0.0,0.01108215297450425,03:40
escape,230,0.0113314447592068,0.0,0.01001699716713881,03:50
escape,240,0.008725212464589235,0.0,0.01221529745042493,04:00
escape,250,0.008997167138810198,0.0,0.0023569405099150144,04:10
escape,260,0.008725212464589235,0.0,0.0035807365439093483,04:20
escape,270,0.009065155807365438,0.0,0.012691218130311615,04:30
escape,280,0.008929178470254958,0.0,0.014594900849858356,04:40
escape,290,0.008770538243626062,0.0,0.007614730878186969,04:50
escape,300,0.008861189801699717,0.0,0.006934844192634561,05:00
escape,310,0.008838526912181304,0.0,0.008543909348441927,05:10
escape,320,0.008770538243626062,0.0,0.009269121813031161,05:20
escape,330,0.008793201133144475,0.0,0.009631728045325779,05:30
escape,340,0.008929178470254958,0.0,0.009155807365439094,05:40
escape,350,0.008793201133144475,0.0,0.006798866855524079,05:50
escape,360,0.008951841359773371,0.0,0.009881019830028329,06:00
escape,370,0.008657223796033994,0.0,0.01108215297450425,06:10
escape,380,0.00888385269121813,0.0,0.0113314447592068,06:20
escape,390,0.008861189801699717,0.0,0.009926345609065156,06:30
escape,400,0.008702549575070821,0.0,0.004691218130311614,06:40
escape,410,0.008793201133144475,0.0,0.0,06:50
escape,420,0.008929178470254958,0.0,0.0,07:00
escape,430,0.008793201133144475,0.0,0.0,07:10
escape,440,0.0030141643059490085,0.0,0.0,07:20
