purpose,h,arrival,departure
escape,0,0.17522038122490424,0.9986384824848848
escape,1,0.19718927401116906,0.0013615175151151522
escape,2,0.14349010015230534,0.0
escape,3,0.13587483269488163,0.0
escape,4,0.1078829556468362,0.0
escape,5,0.10045230073383486,0.0
escape,6,0.0539299395393917,0.0
escape,7,0.053953016107444504,0.0
escape,8,0.03200719988923247,0.0
