dist_group,main_mode,share
0 - 1000,car,0.09380624913462869
1000 - 2000,car,0.2441500899986154
2000 - 5000,car,0.4695158536022523
5000 - 10000,car,0.13769788157105275
10000 - 20000,car,0.05482992569345087
