purpose,bin,traveltime,time,cumulative_traveltime
escape,1,4.401311590854075E-5,00:01,4.401311590854075E-5
escape,2,1.3203934772562222E-4,00:02,1.7605246363416296E-4
escape,3,3.080918113597852E-4,00:03,4.841442749939482E-4
escape,4,3.741114852225963E-4,00:04,8.582557602165445E-4
escape,5,7.04209854536652E-4,00:05,0.0015624656147531966
escape,6,9.022688761250853E-4,00:06,0.0024647344908782817
escape,7,9.46281992033626E-4,00:07,0.0034110164829119077
escape,8,0.0013203934772562224,00:08,0.00473140996016813
escape,9,0.0013203934772562224,00:09,0.006051803437424352
escape,10,0.0016945049624788188,00:10,0.00774630839990317
escape,11,0.0023767082590612004,00:11,0.010123016658964371
escape,12,0.0026407869545124448,00:12,0.012763803613476815
escape,13,0.0033229902510948264,00:13,0.016086793864571642
escape,14,0.0033449968090490966,00:14,0.01943179067362074
escape,15,0.003587068946546071,00:15,0.02301885962016681
escape,16,0.0038731541999515854,00:16,0.026892013820118396
escape,17,0.004357298474945534,00:17,0.03124931229506393
escape,18,0.004225259127219911,00:18,0.03547457142228384
escape,19,0.004423318148808345,00:19,0.039897889571092186
escape,20,0.004621377170396779,00:20,0.04451926674148896
escape,21,0.004885455865848023,00:21,0.049404722607336984
escape,22,0.004995488655619375,00:22,0.05440021126295636
escape,23,0.004995488655619375,00:23,0.05939569991857574
escape,24,0.005259567351070619,00:24,0.06465526726964636
escape,25,0.004973482097665104,00:25,0.06962874936731146
escape,26,0.005017495213573645,00:26,0.0746462445808851
escape,27,0.005083514887436456,00:27,0.07972975946832156
escape,28,0.005193547677207808,00:28,0.08492330714552937
escape,29,0.005435619814704782,00:29,0.09035892696023415
escape,30,0.0052815739090248896,00:30,0.09564050086925904
escape,31,0.005193547677207808,00:31,0.10083404854646685
escape,32,0.004929468981756563,00:32,0.10576351752822341
escape,33,0.005105521445390726,00:33,0.11086903897361414
escape,34,0.005105521445390726,00:34,0.11597456041900486
escape,35,0.005127528003344997,00:35,0.12110208842234986
escape,36,0.004753416518122401,00:36,0.12585550494047226
escape,37,0.005039501771527915,00:37,0.1308950067120002
escape,38,0.004797429634030941,00:38,0.13569243634603112
escape,39,0.005105521445390726,00:39,0.14079795779142185
escape,40,0.004973482097665104,00:40,0.14577143988908695
escape,41,0.004775423076076671,00:41,0.15054686296516362
escape,42,0.004907462423802293,00:42,0.15545432538896592
escape,43,0.004775423076076671,00:43,0.1602297484650426
escape,44,0.004885455865848023,00:44,0.1651152043308906
escape,45,0.004621377170396779,00:45,0.1697365815012874
escape,46,0.0048194361919852114,00:46,0.1745560176932726
escape,47,0.004555357496533967,00:47,0.17911137518980658
escape,48,0.0045993706124425075,00:48,0.18371074580224908
escape,49,0.004533350938579697,00:49,0.1882440967408288
escape,50,0.004643383728351049,00:50,0.19288748046917983
escape,51,0.004643383728351049,00:51,0.19753086419753088
escape,52,0.004577364054488237,00:52,0.20210822825201913
escape,53,0.004665390286305319,00:53,0.20677361853832446
escape,54,0.004665390286305319,00:54,0.2114390088246298
escape,55,0.004445324706762615,00:55,0.21588433353139241
escape,56,0.004533350938579697,00:56,0.22041768446997212
escape,57,0.004643383728351049,00:57,0.22506106819832317
escape,58,0.004621377170396779,00:58,0.22968244536871996
escape,59,0.004423318148808345,00:59,0.2341057635175283
escape,60,0.0045993706124425075,01:00,0.2387051341299708
escape,61,0.004467331264716885,01:01,0.24317246539468768
escape,62,0.004555357496533967,01:02,0.24772782289122164
escape,63,0.004555357496533967,01:03,0.2522831803877556
escape,64,0.004753416518122401,01:04,0.257036596905878
escape,65,0.004379305032899804,01:05,0.2614159019387778
escape,66,0.004423318148808345,01:06,0.26583922008758615
escape,67,0.004621377170396779,01:07,0.27046059725798294
escape,68,0.0045993706124425075,01:08,0.27505996787042547
escape,69,0.00473140996016813,01:09,0.2797913778305936
escape,70,0.0045993706124425075,01:10,0.28439074844303613
escape,71,0.004445324706762615,01:11,0.28883607314979876
escape,72,0.00473140996016813,01:12,0.2935674831099669
escape,73,0.004467331264716885,01:13,0.29803481437468377
escape,74,0.004643383728351049,01:14,0.3026781981030348
escape,75,0.0045993706124425075,01:15,0.30727756871547734
escape,76,0.004643383728351049,01:16,0.3119209524438284
escape,77,0.004445324706762615,01:17,0.316366277150591
escape,78,0.004643383728351049,01:18,0.32100966087894206
escape,79,0.004577364054488237,01:19,0.3255870249334303
escape,80,0.0045993706124425075,01:20,0.3301863955458728
escape,81,0.00413723289540283,01:21,0.33432362844127567
escape,82,0.003763121410180234,01:22,0.3380867498514559
