purpose,bin,arrival,departure,traveltime,time
escape,10,0.0031909509033692042,0.007196144451046412,0.17512818820008363,00:10
escape,20,0.010673180607821131,0.017649259479324837,0.09999779934420458,00:20
escape,30,0.026759974472392773,0.04700600779032152,0.060562047490152066,00:30
escape,40,0.04044805351994894,0.09823727470786295,0.05594067031975529,00:40
escape,50,0.04592768645056227,0.15547633194692018,0.03697101736317423,00:50
escape,60,0.049756827534605315,0.19337162474417377,0.03371404678594221,01:00
escape,70,0.04883255210052596,0.18936643119649654,0.04093219779494289,01:10
escape,80,0.04665390286305319,0.14328469884025438,0.03598072225523206,01:20
escape,90,0.04680794876873308,0.08694791047732224,0.035056446821152706,01:30
escape,100,0.044255188046037716,0.041262296164256945,0.04744613894940692,01:40
escape,110,0.039985915802909264,0.014612354481635528,0.04104223058471425,01:50
escape,120,0.03796131247111639,0.004621377170396779,0.03945775841200678,02:00
escape,130,0.038621509209744505,8.362492022622742E-4,0.050373011157324885,02:10
escape,140,0.04007394203472635,1.1003278977135187E-4,0.0241411940758346,02:20
escape,150,0.03961180431768667,2.2006557954270374E-5,0.025153495741731036,02:30
escape,160,0.03897361413701283,0.0,0.028014348275786184,02:40
escape,170,0.03778526000748223,0.0,0.027376158095112343,02:50
escape,180,0.03710305671089985,0.0,0.02959882044849365,03:00
escape,190,0.0366189124359059,0.0,0.02537356132127374,03:10
escape,200,0.03635483374045465,0.0,0.01830945621795295,03:20
escape,210,0.03481437468365573,0.0,0.013446006910059198,03:30
escape,220,0.026848000704209854,0.0,0.014084197090733039,03:40
escape,230,0.026187803965581742,0.0,0.01773728571114192,03:50
escape,240,0.02607777117581039,0.0,0.007460223146497656,04:00
escape,250,0.026055764617856123,0.0,0.009550846152153342,04:10
escape,260,0.022754780924715567,0.0,0.007152131335137871,04:20
escape,270,0.021082282520191016,0.0,0.0,04:30
escape,280,0.020202020202020204,0.0,0.0,04:40
escape,290,0.01716511520433089,0.0,0.0,04:50
escape,300,0.009154728108976475,0.0,0.0,05:00
escape,310,0.008582557602165445,0.0,0.0,05:10
escape,320,0.008582557602165445,0.0,0.0,05:20
escape,330,0.006095816553332893,0.0,0.0,05:30
