link_id,lane_km,Avg. speed limit,road_capacity_utilization,congestion_index,speed_performance_index,Simulated traffic volume,vol_car
0,0.88376379025308,50.000780212338334,0.0,1.0,1.0,0.0,0.0
2,0.3157281890426809,70.00625034205785,3.2076719576719556E-5,1.0,1.0,2.0,2.0
4,0.6016043705314077,50.000594110886944,1.7824074074074075E-5,1.0,1.0,1.0,1.0
6,0.5131505576026719,50.001136993710254,0.0,1.0,1.0,0.0,0.0
8,0.03653207699745162,50.00588486343188,0.0,1.0,1.0,0.0,0.0
9,0.03653207699745162,50.00588486343188,0.0,1.0,1.0,0.0,0.0
10,0.42003319721779653,46.390718027781986,0.26209085648148145,0.7345296264063015,0.7731209997376918,15617.0,15617.0
12,0.02994433853893412,50.02302493743055,0.0,1.0,1.0,0.0,0.0
13,0.02994433853893412,50.02302493743055,0.0,1.0,1.0,0.0,0.0
14,0.03653207699745162,48.86910731195592,0.0023527777777777774,0.9630673382558351,0.9772693530233407,132.0,132.0
15,0.03653207699745162,50.00588486343188,0.0,1.0,1.0,0.0,0.0
16,1.59339228551032,50.000106584822284,0.0,1.0,1.0,0.0,0.0
17,1.59339228551032,50.000106584822284,0.0,1.0,1.0,0.0,0.0
18,1.9317042812326026,60.00013297818303,0.0,1.0,1.0,0.0,0.0
20,0.6361727471132728,59.94887431253837,3.69212962962963E-4,0.9991136376354662,0.9991136376354662,22.0,22.0
22,0.1092140930199706,70.00903398716065,0.0,1.0,1.0,0.0,0.0
24,0.3125562400480085,54.52021754814535,0.18092873677248672,0.7531225987750618,0.778845692905016,11281.0,11281.0
26,0.019157259413579392,47.7900399121634,0.012601620370370367,0.9402782644826828,0.9542018839536576,707.0,707.0
28,0.8187464748017953,49.95561544425884,0.0021388888888888885,0.9990842292462431,0.9990842292462431,120.0,120.0
30,0.036365591175723355,47.72580468084392,0.18915451388888885,0.7859879028787344,0.7947827015899538,11271.0,11271.0
32,0.08286339345864395,40.00378388777233,0.0,1.0,1.0,0.0,0.0
34,0.12153656527525922,49.92123463550176,0.012441203703703697,0.9983561502296799,0.9983561502296799,698.0,698.0
36,0.3416098612215453,50.00388307707421,0.0,1.0,1.0,0.0,0.0
37,0.3416098612215453,50.00388307707421,0.0,1.0,1.0,0.0,0.0
38,0.2436087502030316,50.00521728423502,0.0,1.0,1.0,0.0,0.0
39,0.2436087502030316,50.00521728423502,0.0,1.0,1.0,0.0,0.0
40,0.08848807171249772,50.00895732574439,0.0,1.0,1.0,0.0,0.0
41,0.08848807171249772,50.00895732574439,0.0,1.0,1.0,0.0,0.0
42,0.3822012516843994,50.00089054669081,0.0,1.0,1.0,0.0,0.0
43,0.3822012516843994,50.00089054669081,0.0,1.0,1.0,0.0,0.0
44,0.36961748498451935,50.00086224050315,0.0,1.0,1.0,0.0,0.0
45,0.36961748498451935,50.00086224050315,0.0,1.0,1.0,0.0,0.0
46,0.02639854817710854,49.78564017804073,0.008662500000000002,0.9953658317602927,0.9953658317602927,486.0,486.0
48,0.09078473584371484,50.00383247205836,0.0,1.0,1.0,0.0,0.0
50,0.033938115609646546,50.031620063361,0.0,1.0,1.0,0.0,0.0
51,0.033938115609646546,50.031620063361,0.0,1.0,1.0,0.0,0.0
52,0.09355393365806998,49.92767757599862,0.0012120370370370375,0.998427876329649,0.998427876329649,68.0,68.0
54,0.29773781846590447,89.98267954199028,3.1597222222222237E-4,0.9996858081202645,0.9996858081202645,21.0,21.0
56,3.3529403543712943,89.94913405493797,2.8587962962962947E-4,0.999423288656511,0.999423288656511,19.0,19.0
58,1.7360435953882638,89.99347734540817,3.0092592592592593E-5,0.9999169261630254,0.9999169261630254,2.0,2.0
60,0.669466254067253,49.96662008744566,7.842592592592596E-4,0.9993210631741856,0.9993210631741856,44.0,44.0
62,2.3720073579110807,110.00188705724598,0.0,1.0,1.0,0.0,0.0
64,1.6206751474547405,110.00057561910005,5.7659932659932674E-5,1.0,1.0,4.0,4.0
66,0.43398855362068256,50.00028140411743,7.12962962962963E-5,1.0,1.0,4.0,4.0
68,0.5036651337567543,50.001226636635565,0.0,1.0,1.0,0.0,0.0
70,2.0502654806143195,109.97222000011877,5.7659932659932674E-5,0.9997241414054466,0.9997241414054466,4.0,4.0
72,9.886246435149484,90.00042272697837,0.0,1.0,1.0,0.0,0.0
74,9.808875604994496,90.00023493574727,0.0,1.0,1.0,0.0,0.0
76,3.568778907296305,109.99837942250123,8.648989898989901E-5,0.9999818732730079,0.9999818732730079,6.0,6.0
78,0.1783478114448745,49.987424763040536,2.6736111111111107E-4,0.9997452602949214,0.9997452602949214,15.0,15.0
80,1.280843598407642,89.94767709761254,0.0035810185185185172,0.9993860127694757,0.9993860127694757,238.0,238.0
82,1.4517565309614997,109.99071573107662,2.8829966329966337E-5,0.9998941041498213,0.9998941041498213,2.0,2.0
84,7.617071261750101,90.0008420057121,0.0,1.0,1.0,0.0,0.0
86,3.4214875631649537,70.00008653796748,6.415343915343911E-5,1.0,1.0,4.0,4.0
88,3.7601947610710322,90.00107136587447,0.0,1.0,1.0,0.0,0.0
90,0.9767714855028614,59.95772510696242,5.370370370370368E-4,0.9992741089219644,0.9992741089219644,32.0,32.0
92,1.4894478174417503,59.98737501281224,1.510416666666667E-4,0.9997801628633698,0.9997801628633698,9.0,9.0
94,0.5198864914671436,59.93916065642746,4.531249999999997E-4,0.9989494654792039,0.9989494654792039,27.0,27.0
96,0.022394862329940927,50.01334019093507,0.0,1.0,1.0,0.0,0.0
97,0.022394862329940927,50.01334019093507,0.0,1.0,1.0,0.0,0.0
