purpose,h,arrival,departure
escape,0,0.13437204286877488,0.27299135142272396
escape,1,0.27591822363064195,0.6903457230254616
escape,2,0.2343478356550252,0.03666292555181444
escape,3,0.1968486609009485,0.0
escape,4,0.1348121740278603,0.0
escape,5,0.023701062916749192,0.0
