purpose,bin,arrival,departure,traveltime,time
escape,10,0.016161156319353553,0.027798326978888066,0.6564047117737438,00:10
escape,20,0.1062425311557503,0.15728674671370854,0.09745063449610197,00:20
escape,30,0.2007625334319695,0.3572526034257099,0.07835884595686565,00:30
escape,40,0.20824560405167017,0.3245319524270187,0.05551129573777955,00:40
escape,50,0.15586410971376544,0.11597336823536107,0.06288055539748477,00:50
escape,60,0.10752290445569908,0.016189609059352416,0.028822625618847096,01:00
escape,70,0.07955386103681784,9.673931599613043E-4,0.016787116599328515,01:10
escape,80,0.05058897171797644,0.0,0.0037842144198486313,01:20
escape,90,0.04370340863825186,0.0,0.0,01:30
escape,100,0.019148694019234053,0.0,0.0,01:40
escape,110,0.011267285039549308,0.0,0.0,01:50
escape,120,9.389404199624424E-4,0.0,0.0,02:00
